id,Vendor Name,Contract ID,Title/Purpose,Execution Date,Original Expiration Date,Current Expiration Date,Original Contract Amount,Current Contract Amount,Selection Process,Funding Sources,Modifications
P-00317231,URS CORPORATION,P-00317231,NORTH SATELLITE RENOVATION DESIGN SERVICES & CONSTRUCTION SUPPORT,11/21/2012,8/31/2018,2/28/2020,"$18,478,181.00","$28,503,311.00",C,"03040, 03730",Y
P-00317502,UNIVERSAL LANGUAGE SERVICE INC,P-00317502,TRANSLATION SERVICES,11/8/2012,11/30/2017,11/30/2017,"$20,000.00","$20,000.00",C,"00010, 03040",N
S-00317461,SCI INFRASTRUCTURE LLC,S-00317461,BID 12-50 SNOW REMOVAL FOR REMOTE LANDSIDE FACILITIES,11/1/2012,10/31/2013,10/31/2017,"$150,000.00","$3,832.50",C,03040,Y
C-00317496,GROUND CONTROL,C-00317496,MONTHLY VOIP CHARGES FOR 3 PHONES LOCATED IN MOBILE COMMAND UNIT,10/26/2012,10/26/2012,5/14/2017,$150.00,"$1,646.66",C,03040,Y
P-00317454,LAURA HADDAD,P-00317454,ART OVERSIGHT COMMITTEE,10/1/2012,9/25/2015,12/31/2018,"$2,500.00","$10,000.00",W,03040,Y
S-00317456,NVL LABORATORIES INC,S-00317456,LAB TESTING,10/1/2012,9/30/2013,9/30/2017,"$100,000.00","$71,819.25",C,"00010, 00020, 03040",Y
L-00317978,CALFO HARRIGAN LEYH & EAKES LLP,L-00317978,LEGAL SERVICES,10/1/2012,12/31/2014,12/31/2017,"$190,000.00","$190,000.00",W,03040,Y
P-00317353,CORNERSTONE ARCHITECTURAL GROUP PS,P-00317353,ROOFING AND BUILDING ENVELOP DESIGN SERVICES IDIQ,9/27/2012,9/25/2017,9/30/2017,$1.00,"$2,000,000.00",C,"00010, 00020, 03040",Y
P-00317455,CAROLYN LAW,P-00317455,ART OVERSIGHT COMMITTEE,9/25/2012,9/25/2015,12/31/2018,"$2,500.00","$10,000.00",W,03040,Y
P-00317241,JACOBS PROJECT MANAGEMENT CO,P-00317241,NORTH SATELLITE RENOVATION PROGRAM MANAGEMENT SUPPORT SERVICES,9/24/2012,8/31/2018,8/31/2018,"$8,200,000.00","$8,200,000.00",C,"03040, 03730",Y
P-00317153,CIGNA HEALTHCARE,P-00317153,THIRD PARTY ADMINISTRATION OF MEDICAL CLAIMS,9/5/2012,12/31/2015,12/31/2017,"$4,200,000.00","$7,000,000.00",C,"00010, 00050, 03040",Y
S-00317449,COST MANAGEMENT SERVICES INC,S-00317449,12-52 NATURAL GAS SUPPLIES,9/13/2012,10/31/2013,12/31/2017,"$12,000,000.00","$4,104,679.24",C,03040,Y
S-00317409,TROPICAL FOLIAGE UNLIMITED,S-00317409,INDOOR PLANT MAINT P69,9/1/2012,8/31/2013,8/31/2017,"$40,000.00","$43,629.12",C,00010,N
S-00317428,L & M SERVICES INC,S-00317428,PIER 69 CARPET & UPHOLSTERY CLEANING,8/17/2012,9/30/2013,8/31/2017,"$265,000.00","$171,363.75",C,"00010, 03040",N
C-00317676,ARINC,C-00317676,CHECK IN KIOSKS,8/5/2012,8/5/2013,8/5/2017,"$950,000.00","$950,000.00",C,03040,N
C-00317378,RONN R KESS,C-00317378,T86 RESTROOMS JANITORIAL,6/27/2012,6/30/2012,6/30/2017,"$12,000.00","$61,550.00",C,00010,N
P-00317475,MILLER & COMPANY PC,P-00317475,LEGAL SERVICES,8/1/2012,12/31/2013,12/31/2017,"$15,000.00","$20,000.00",W,"00010, 00SPA",Y
S-00317351,EVERGREEN POWER SYSTEMS INC,S-00317351,METER READING,5/23/2012,5/23/2013,5/31/2017,"$299,450.00","$97,652.00",C,"00010, 00020, 03040, 03076, 03730",N
S-00317338,TIRE DISTRIBUTION SYSTEMS,S-00317338,"WA STATE 01712 PURCHASE TIRES, TUBES AND SERVICES",5/16/2012,3/31/2012,3/31/2017,"$300,000.00","$315,259.65",C,"00010, 03040",Y
S-00317339,WINGFOOT TIRE SYSTEM LLC,S-00317339,"WA STATE 01712 PURCHASE TIRES, TUBES AND SERVICES",5/16/2012,3/31/2013,3/31/2017,"$300,000.00","$11,502.59",C,00010,Y
C-00317307,ADVENT INTERMODAL SOLUTIONS LLC,C-00317307,RFID SYSTEM,5/15/2012,5/6/2013,4/30/2017,"$500,000.00","$500,000.00",W,"00010, 00SPA",Y
P-00317143,CASNE ENGINEERING INC,P-00317143,M&E SERVICES IDIQ,4/15/2012,4/26/2013,5/5/2017,"$4,000,000.00","$4,000,000.00",C,03040,Y
P-00316958,EA ENGINEERING SCIENCE & TECHNOLOGY INC,P-00316958,STORMWATER SERVICES IN RE: SWMP PERMIT,4/27/2012,4/26/2017,4/26/2017,"$8,757,000.00","$8,757,000.00",C,00010,N
P-00317144,HARRIS GROUP INC,P-00317144,MECHANICAL AND ELECTRICAL SERVICES IDIQ,4/15/2012,4/26/2013,12/31/2017,"$4,000,000.00","$4,000,000.00",C,03040,Y
S-00317286,SALMON BAY SAND & GRAVEL CO INC,S-00317286,CONCRETE,4/9/2012,4/8/2013,4/8/2017,$0.00,"$156,752.56",C,00010,N
S-00317288,CINTAS CORPORATION NO 3,S-00317288,UNIFORM RENTAL,4/11/2012,4/10/2014,1/14/2018,"$24,000.00","$2,469.23",C,03040,N
P-00316959,COLUMBIA HOSPITALITY INC,P-00316959,CONFERENCE & EVENT CTR MGMT,4/4/2012,5/31/2022,5/31/2022,$1.00,$1.00,C,,Y
C-00317230,AEROVIRONMENT INC,C-00317230,11-36 RFP EGSE CHARGING STATIONS,3/22/2012,2/15/2017,3/21/2017,"$15,000,000.00","$15,000,000.00",C,"03040, 03730",Y
P-00317084,HUGH WOOD INC,P-00317084,PROPERTY INSURANCE PROCUREMENT SERVICES,3/21/2012,3/20/2015,3/20/2017,"$210,675.00","$280,900.00",C,00010,Y
S-00317272,STONEWAY CONCRETE INC,S-00317272,CONTRETE PURCHASE,3/22/2012,3/21/2013,3/21/2017,"$40,000.00","$237,217.98",C,"00010, 03040, 03700, 03730, CFC01",N
I-00317613,HIGHLINE COMMUNITY COLLEGE,I-00317613,AGREEMENT FOR SMALL BUSINESS DEVELOPMENT CENTER AND BUSINESS DEVELOPMENT SERVICES,3/13/2012,12/31/2014,12/31/2017,"$20,000.00","$40,000.00",W,00010,Y
P-00316937,CDI-MAZZETTI,P-00316937,MECHANICAL DESIGN NORTH & SOUTH SATELLITES AT STIA,3/9/2012,3/8/2016,3/8/2017,"$7,990,833.00","$7,990,833.00",C,"03040, 03730",N
I-00317509,KING CTY EMERGENCY MED SERV,I-00317509,INTERLOCAL AGMT FOR ADVANCED LIFE SUPPORT EMS,3/1/2012,12/31/2019,12/31/2019,"$369,784.77","$369,784.77",S,03040,N
P-00316903,AIRPROJECTS INC,P-00316903,CONCESSIONS LEASING & PLANNING SERVICES,2/14/2012,2/13/2015,12/1/2017,"$3,000,000.00","$3,000,000.00",C,"03040, 03080",Y
C-00317239,ADVENT INTERMODAL SOLUTIONS LLC,C-00317239,DRAYAGE TRUCK REGISTRY,2/1/2012,6/30/2012,4/30/2017,"$15,000.00","$204,400.00",C,00010,Y
P-00317273,GRADIENT,P-00317273,LEGAL SERVICES,1/1/2012,12/31/2012,12/31/2017,"$275,000.00","$403,000.00",W,00010,Y
P-00317223,COWAN MILLER & LEDERMAN PS,P-00317223,LEGAL SERVICES,1/2/2012,12/31/2012,12/31/2017,"$1,500.00","$20,280.00",W,00010,Y
P-00317226,HNTB CORP,P-00317226,RUNWAY 16C/34C SUPPORT SRVCS,2/1/2012,12/31/2017,12/31/2017,"$1,000,000.00","$1,400,000.00",C,03040,Y
P-00317289,KIRKPATRICK & LOCKHART PRESTON GATES,P-00317289,LEGAL SERVICES,1/1/2012,12/31/2016,12/31/2017,"$10,000.00","$20,000.00",W,,Y
P-00317329,DAVIS WRIGHT TREMAINE,P-00317329,LEGAL SERVICES,1/1/2012,12/31/2012,12/31/2017,"$20,000.00","$75,000.00",W,00010,Y
C-00317184,"LIMELIGHT NETWORKS, INC.",C-00317184,P-CARD VIDEO CONTENT/TRACK VIEWERS FOR METRICS,12/20/2011,12/31/2012,12/31/2016,"$7,500.00","$14,100.00",C,00010,Y
S-00317139,COLUMBIA RIDGE LANDFILL,S-00317139,SOIL DISPOSAL/BID 11-44,11/3/2011,11/3/2012,3/31/2017,"$295,000.00","$275,195.01",C,"00010, 03040, 03730",N
P-00317247,GARVEY SHUBERT & BARER,P-00317247,LEGAL SERVICES,11/3/2011,12/31/2012,12/31/2017,"$15,000.00","$80,000.00",W,00010,Y
S-00317240,BLUMENTHAL UNIFORM COMPANY,S-00317240,UNIFORMS & ACCESSORIES,11/1/2011,10/31/2013,10/31/2017,$0.00,"$39,254.62",C,"00010, 03040",Y
C-00317098,MUZAK,C-00317098,MUSIC SERVICES STIA,9/1/2011,8/31/2011,8/31/2016,"$1,700.00","$6,509.00",C,03040,Y
P-00316964,WAGE WORKS,P-00316964,FLEXIBLE SPENDING ACCOUNT (FSA) ADMINISTRATION SUPPORT SERVICES,10/3/2011,4/30/2016,4/30/2017,"$175,000.00","$175,000.00",C,00050,Y
P-00316805,BNP ASSOCIATES INC,P-00316805,BAGGAGE HANDLING SYSTEM DESIGN SERVICES,8/10/2011,8/9/2016,6/1/2017,"$5,000,000.00","$8,500,000.00",C,"03040, 03730, 03750",Y
S-00317106,CENTURY LINK,S-00317106,OPTICAL ETHERNET SERVICES,8/1/2011,7/31/2012,2/11/2017,$0.00,"$1,492,500.04",C,"00010, 00020, 03040",N
I-00317352,US ENVIRONMENTAL PROTECTION AGENCY,I-00317352,AGENCY AGREEMENT WITH EPA T-117 EAA NTCRA IMPLEMENTATION,6/8/2011,6/7/2041,6/7/2041,"$675,000.00","$675,000.00",W,00020,N
P-00317382,FOSTER PEPPER PLLC,P-00317382,LEGAL SERVICES,7/1/2011,12/31/2013,12/31/2017,"$1,600,000.00","$1,600,000.00",W,00010,Y
P-00316943,501 COMMONS,P-00316943,TERMINAL 91 NEIGHBORHOODS ADVISORY COMMITTEE CHAIRPERSON,6/3/2011,4/30/2016,4/30/2018,"$35,000.00","$35,000.00",C,00010,Y
P-00316669,AECOM INC,P-00316669,ENV CONSULTING FOR SUPERFUND & REGULATORY SEDIMENT SITE SUPPORT,3/24/2011,3/23/2015,3/23/2017,"$1,733,000.00","$1,733,000.00",C,"00010, 00020",Y
I-00317038,KING COUNTY FINANCE DIVISION,I-00317038,INTERLOCAL AGREEMENT WITH KING COUNTY FOR SMALL BUSINESS CONTRACTORS AND SUPPLIERS (SCS) CERTIFICATION,4/6/2011,4/5/2012,12/31/2017,$961.00,"$33,627.00",W,00010,Y
I-00316917,WA ST DEPT OF ECOLOGY,I-00316917,WA DEPT OF ECOLOGY - AGREED ORDER FOR NORTH T117,3/15/2011,9/30/2013,12/31/2050,"$200,000.00","$330,000.00",S,00020,Y
P-00317072,DAVIS WRIGHT TREMAINE,P-00317072,LEGAL SERVICES,6/1/2011,12/31/2012,12/31/2017,"$50,000.00","$95,000.00",W,00010,Y
P-00316928,STOEL RIVES LLP,P-00316928,OUTSIDE LEGAL SERVICES,1/1/2011,12/31/2011,12/31/2017,"$30,000.00","$140,203.00",W,00020,Y
C-00316872,CONCUR TECHNOLOGIES INC,C-00316872,E-EXPENSE SERVICES,1/1/2011,12/31/2011,12/31/2017,"$28,800.00","$242,036.00",C,00010,Y
S-00316837,FERRELLGAS LP,S-00316837,"BULK PROPANE DELIVERIES, CYLINDER REFILLS AND BULK TANK RENTAL",1/6/2011,12/31/2011,10/31/2017,"$100,000.00","$49,089.34",C,00010,Y
S-00316729,ROBINSON AVIATION (RVA) INC,S-00316729,BID 10-20 OPERATION OF RAMP CONTROL TOWER,1/1/2011,12/31/2013,12/31/2016,"$3,000,000.00","$6,482,531.40",C,03040,Y
P-00316967,MILLER NASH GRAHAM & DUNN LLP,P-00316967,LEGAL SERVICES,12/1/2010,12/31/2011,12/31/2017,"$300,000.00","$1,120,015.05",W,00010,Y
P-00316753,STOKES LAWRENCE PS,P-00316753,LEGAL SERVICES,7/1/2010,12/31/2011,12/31/2017,"$5,000.00","$55,000.00",W,00010,Y
I-00316732,KING COUNTY DEPT OF NATURAL RESOURCES &,I-00316732,SURFACE WATER MANAGEMENT-RELATED TECHNICAL SERVICES TO PORT,9/30/2010,12/31/2010,12/31/2020,"$23,326.00","$251,813.31",S,03040,N
P-00317441,CALFO HARRIGAN LEYH & EAKES LLP,P-00317441,LEGAL SERVICES,6/2/2010,12/31/2012,12/31/2017,"$280,849.69","$379,849.69",W,03040,Y
S-00316594,KEENEYS OFFICE SUPPLY INC,S-00316594,OFFICE PRODUCTS,6/1/2010,5/31/2013,2/28/2017,"$1,800,600.00",$0.00,C,,Y
P-00316754,DAVIS WRIGHT TREMAINE,P-00316754,LEGAL SERVICES,7/1/2010,12/31/2011,12/31/2017,"$50,000.00","$87,500.00",W,00010,Y
S-00315199,COMCAST,S-00315199,SBM BULK DOCK CABLE SVCS,5/1/2010,5/1/2007,4/30/2022,"$118,816.00","$45,120.13",C,"00010, 03040",N
P-00316493,AECOM INC,P-00316493,SOURCE CONTROL CLEAN UP,6/21/2010,12/31/2012,12/31/2016,"$678,000.00","$678,000.00",C,00020,Y
C-00316767,ANDY H VALLEJO,C-00316767,CABLE TV SERVICES STIA,8/31/2010,12/31/2011,12/31/2016,"$73,128.64","$428,347.23",W,03040,Y
P-00316398,OAC SERVICES INC,P-00316398,DESIGN SERVICES FOR VERTICAL CONVEYANCE PROJECTS AT SEATAC,5/7/2010,5/6/2011,12/31/2017,"$5,000,000.00","$5,000,000.00",C,"03040, 03730",Y
C-00316622,COSTAR REALTY INFORMATION INC,C-00316622,DATABASE ACCESS SUBSCRIPTION,4/14/2010,4/30/2011,4/30/2017,"$11,366.18","$79,953.92",C,"00010, 00SPA",Y
P-00316324,HARRIS GROUP INC,P-00316324,LOW-VOLTAGE ELECTRICAL DESIGN SERVICES AT SEATAC AIRPORT,3/3/2010,3/2/2011,2/28/2017,"$3,000,000.00","$3,000,000.00",C,"03040, 03730",Y
S-00316542,SME SOLUTIONS,S-00316542,INSPECTION SERVICES FOR THE FUEL SYSTEMS,4/1/2010,3/31/2011,5/15/2017,$0.00,"$56,203.11",C,"00010, 03040",Y
P-00316422,GEOENGINEERS INC,P-00316422,T-115 RI/FS,3/3/2010,12/31/2015,2/28/2017,"$995,959.00","$995,959.00",C,00020,Y
C-00316425,SAAB SENSIS CORP,C-00316425,FLIGHT AND FLEET DELIVERY SERVICE,1/1/2010,12/31/2010,6/30/2018,"$27,500.04","$482,348.10",S,"00010, 03040",Y
P-00316601,COWAN MILLER & LEDERMAN PS,P-00316601,OUTSIDE LEGAL SERVICES,3/1/2010,12/31/2010,12/31/2017,"$6,500.00","$18,150.00",C,00010,Y
C-00316575,UNION PACIFIC RAILROAD,C-00316575,LEASE OF PROPERTY,3/1/2010,2/28/2011,2/28/2017,"$12,999.96","$99,611.52",C,"00010, 00SPA",Y
P-00316431,PACIFIC GROUNDWATER GROUP,P-00316431,T-30 ECOLOGY AGREED ORDER ENVIROMENTAL,2/2/2010,11/15/2015,11/15/2017,"$750,000.00","$750,000.00",C,00020,N
P-00316440,PES ENVIRONMENTAL INC,P-00316440,T-91 REMEDIATION,2/2/2010,12/31/2014,3/31/2017,"$700,000.00","$1,410,463.21",C,00020,Y
P-00316327,ASPECT CONSULTING LLC,P-00316327,DES MOINES CREEK REGIONAL DETENTION FACILITY ENVIRONMENTAL MONITORING,1/7/2010,12/16/2016,12/31/2017,"$1,007,025.00","$1,007,025.00",C,03040,N
C-00316456,ULTRA ELECTRONICS AIRPORT SYSTEMS INC,C-00316456,ULTRACUSE SOFTWARE,1/1/2010,12/31/2010,12/31/2019,"$85,251.27","$1,338,921.20",W,"00010, 03040",Y
P-00316231,PACIFIC GROUNDWATER GROUP,P-00316231,THIRD RUNWAY EMBANKMENT FILL MONITORING PROGRAM,10/16/2009,10/6/2017,10/6/2017,"$1,665,692.00","$1,631,203.00",C,03040,N
P-00316476,KIRKPATRICK & LOCKHART PRESTON GATES,P-00316476,OUTSIDE LEGAL SERVICES,12/31/2009,12/31/2010,12/31/2017,"$17,000.00","$115,686.20",W,00020,Y
P-00316195,FLOYD SNIDER INC,P-00316195,INITIAL CONTRACT SET UP (REVIEWING FOR PO SET UP),8/27/2009,10/13/2014,10/31/2017,"$2,000,000.00","$5,390,657.00",C,03040,Y
S-00316179,MOODYS INVESTORS SERVICE,S-00316179,BOND RAITING SERVICES,8/13/2009,8/13/2009,12/31/2020,"$1,000,000.00","$1,661,085.00",C,"00010, 00012, 00020, 03040",Y
S-00316182,FITCH IBCA INC,S-00316182,X,8/13/2009,8/31/2010,12/31/2020,$0.00,"$911,000.00",C,"00010, 00020, 03040",Y
S-00316245,LINCOLN TOWING,S-00316245,TOWING SERVICE,7/1/2009,12/31/2009,6/30/2017,"$50,000.00","$4,131.13",C,00010,Y
S-00316183,STANDARD & POORS CORP,S-00316183,X,7/1/2009,6/30/2010,12/31/2020,$0.00,"$1,082,906.00",W,"00010, 00020, 03040",Y
I-00316313,CITY OF KENT,I-00316313,S. 228TH ST. FOR 2 GRADE SEPARATIONS,6/10/2009,10/31/2013,12/31/2017,"$1,190,000.00","$1,190,000.00",W,00020,N
P-00316353,STOEL RIVES LLP,P-00316353,OUTSIDE LEGAL SERVICES - HARBOR ISLAND EAST WATERWAY,10/2/2009,12/31/2010,12/31/2017,"$10,000.00","$148,399.00",W,00020,Y
P-00316354,STOEL RIVES LLP,P-00316354,OUTSIDE LEGAL SERVICES,10/1/2009,12/31/2009,12/31/2017,"$30,000.00","$948,116.50",C,"00010, 00020",Y
I-00316675,PORT OF TACOMA,I-00316675,STAFFING RESOURCES,5/27/2009,12/31/2010,4/22/2018,"$50,000.00","$350,000.00",W,00010,Y
P-00315262,KIRKPATRICK & LOCKHART PRESTON GATES,P-00315262,OUTSIDE LEGAL SERVICES,1/6/2009,12/31/2009,12/31/2017,"$325,000.00","$1,540,000.00",W,"00010, 03040, CFC01",Y
P-00316009,KIRKPATRICK & LOCKHART PRESTON GATES,P-00316009,LEGAL SERVICES,1/1/2009,12/31/2009,12/31/2017,"$10,000.00","$33,100.00",W,"00010, 00020",Y
P-00315388,STOEL RIVES LLP,P-00315388,OUTSIDE LEGAL SERVICES,1/2/2008,12/31/2009,12/31/2017,"$75,000.00","$153,047.94",W,00010,Y
P-00316199,KEATING BUCKLIN & MCCORMACK INC PS,P-00316199,OUTSIDE LEGAL SERVICES,1/1/2009,12/31/2009,12/31/2017,"$5,000.00","$10,000.00",W,00010,Y
P-00315360,SUMMIT LAW GROUP PLLC,P-00315360,OUTSIDE LEGAL SERVICES,1/1/2008,12/31/2009,12/31/2017,"$60,000.00","$228,000.00",W,00020,Y
S-00315118,THE NETWORK INC,S-00315118,FRAUD HOTLINE,12/18/2007,12/31/2008,12/31/2016,$0.00,"$19,300.00",C,00010,Y
C-00314913,VALLEY COMMUNICATIONS CENTER,C-00314913,RADIO SITE LEASE,1/1/2007,12/31/2011,12/31/2016,"$20,751.96","$189,845.26",C,03040,Y
P-00313953,US ENVIRONMENTAL PROTECTION AGENCY,P-00313953,T-117 UPLANDS SUPERFUND SITE,10/30/2006,12/31/2012,12/31/2018,"$200,000.00","$1,000,000.00",S,00020,Y
P-00313669,ANCHOR QEA LLC,P-00313669,EAST WATERWAY SUPPLEMENTAL REMEDIAL INVESTIGATION AND FEASIBILITY STUDY,11/2/2006,12/31/2006,12/31/2018,"$2,000,000.00","$11,500,000.00",C,00020,Y
P-00311811,WA ST DEPT OF ECOLOGY,P-00311811,AGREED ORDER - NO SOLICITATION,12/6/2004,12/31/2012,12/31/2018,"$545,217.32","$745,217.32",W,"00020, 03040",N
P-00311765,US ENVIRONMENTAL PROTECTION AGENCY,P-00311765,AGREED ORDER WITH EPA,11/16/2004,12/31/2009,12/31/2018,"$200,000.00","$400,000.00",W,00010,N
P-00312026,WASHINGTON STATE DEPT OF TRANSPORTATION,P-00312026,INTERLOCAL - SD-518 ENVIRONMENTAL ASSESSMENT IMPROVEMENTS BETWEEN SEATTLE TACOMA INTERNATIONAL AIRPORT AND I-5 / I-405 INTERCHANGE,7/20/2004,6/1/2006,12/31/2016,"$1,000,000.00","$10,002,676.88",W,"00020, 03040",Y
I-00318335,CITY OF SEATAC,I-00318335,ILA DESMOINES CREEK RESTORATION PROJECTS,6/11/2004,12/31/2024,12/31/2024,"$1,500,000.00","$1,500,000.00",S,03040,N
P-00311766,US ENVIRONMENTAL PROTECTION AGENCY,P-00311766,DUWAMISH RIVER T117 SEDIMENTS SUPERFUND SITE,1/2/2004,1/2/2004,12/31/2021,"$60,000.00","$2,467,118.09",S,00020,Y
P-00314929,AECOM INC,P-00314929,DUWAMISH WATERWAY FEASIBILITY STUDY FOR LOWER DUWAMISH WATERWAY GROUP,4/1/2004,12/31/2007,12/31/2015,"$800,000.00","$13,319,000.00",C,00020,Y
P-00311838,WA ST DEPT OF ECOLOGY,P-00311838,INTERLOCAL AGREEMENT - REMEDIAL INVESTIGATION AND FEASIBILITY STUDY (FI/FS) FOR LOWER DUWAMISH WATERWAY,1/1/2004,12/31/2012,12/31/2021,"$600,000.00","$2,988,000.00",W,00020,Y
P-00311812,US ENVIRONMENTAL PROTECTION AGENCY,P-00311812,INTERLOCAL AGREEMENT FOR EAST WATERWAY AGENCY,1/1/2004,12/31/2012,12/31/2016,"$500,000.00","$5,843,731.82",W,00020,Y
P-00309185,HIGHLINE SCHOOL DISTRICT #401,P-00309185,MEMORANDUM OF AGREEMENT SOUND INSULATION,6/2/2002,12/30/2023,12/30/2023,"$15,000,000.00","$26,359,677.00",W,"00020, 03040",N
P-00308317,US ARMY CORP OF ENGINEERS SEATTLE DISTRI,P-00308317,PERMITTING LIASON SERVICES,2/1/2002,12/31/2011,12/31/2020,"$110,000.00","$675,000.00",W,"00010, 03520",N
P-00311626,US ENVIRONMENTAL PROTECTION AGENCY,P-00311626,LOWER DUWAMISH SUPERFUND SITE,4/19/2000,12/31/2012,12/31/2020,"$4,400,000.00","$12,300,000.00",S,00020,Y
I-00318052,KING COUNTY FINANCE DIVISION,I-00318052,MEMORANDUM OF AGREEMENT,6/9/2000,6/11/2019,6/11/2019,"$100,000.00","$1,550,000.00",C,"00010, 00020",Y
P-00305202,WASHINGTON STATE DEPT OF TRANSPORTATION,P-00305202,INTERLOCAL AGREEMENT DOT,2/21/2000,12/31/2009,12/31/2016,"$135,676.27","$135,676.27",S,03040,N
P-00308625,WA ST DEPT OF ECOLOGY,P-00308625,INTERLOCAL AGREEMENT TERMINAL 91 TANK FARM,1/16/1998,12/31/2005,12/31/2018,"$100,000.00","$686,500.00",W,"00010, 00020",Y
P-00308577,HARBOR ISLAND TRUST ACCOUNT,P-00308577,GROUND WATER MONITORING,9/30/1994,12/31/2007,12/31/2020,"$145,828.09","$1,096,828.09",W,"00010, 00020",Y
P-00305189,WINDWARD ENVIRONMENTAL LLC,P-00305189,CONTAMINATED SEDIMENT ASSISTANCE,3/20/2000,12/31/2003,3/31/2017,"$700,000.00","$18,368,599.65",C,"00010, 00020",Y
C-00316480,BROADCAST SERVICES INC,C-00316480,USG/PWR CHGS FOR 800MHZ SITE @ COLUMIBA TOWER,10/1/1995,9/30/1996,12/31/2016,"$38,701.30","$1,219,074.03",C,03040,Y
